run_uuid,key,value
29acf9f8ddb2498393bb0759421b0e4b,architecture,convnext_tiny
29acf9f8ddb2498393bb0759421b0e4b,learning_rate,0.0001
29acf9f8ddb2498393bb0759421b0e4b,batch_size,16
29acf9f8ddb2498393bb0759421b0e4b,num_epochs,100
29acf9f8ddb2498393bb0759421b0e4b,num_classes,10
29acf9f8ddb2498393bb0759421b0e4b,preprocessing,full
29acf9f8ddb2498393bb0759421b0e4b,training_mode,multi_task
29acf9f8ddb2498393bb0759421b0e4b,seed,123
29acf9f8ddb2498393bb0759421b0e4b,lambda_sex,0.3
29acf9f8ddb2498393bb0759421b0e4b,lambda_form,0.2
29acf9f8ddb2498393bb0759421b0e4b,num_params_M,27.83
29acf9f8ddb2498393bb0759421b0e4b,inference_ms,8.34
80eafe8a3cfe4132a5902a0bea0e304d,architecture,convnext_tiny
80eafe8a3cfe4132a5902a0bea0e304d,learning_rate,0.0001
80eafe8a3cfe4132a5902a0bea0e304d,batch_size,16
80eafe8a3cfe4132a5902a0bea0e304d,num_epochs,100
80eafe8a3cfe4132a5902a0bea0e304d,num_classes,10
80eafe8a3cfe4132a5902a0bea0e304d,preprocessing,full
80eafe8a3cfe4132a5902a0bea0e304d,training_mode,multi_task
80eafe8a3cfe4132a5902a0bea0e304d,seed,456
80eafe8a3cfe4132a5902a0bea0e304d,lambda_sex,0.3
80eafe8a3cfe4132a5902a0bea0e304d,lambda_form,0.2
80eafe8a3cfe4132a5902a0bea0e304d,num_params_M,27.83
80eafe8a3cfe4132a5902a0bea0e304d,inference_ms,8.88
7d80402f05af41c589fb91174dfbbedd,architecture,convnext_tiny
7d80402f05af41c589fb91174dfbbedd,learning_rate,0.0001
7d80402f05af41c589fb91174dfbbedd,batch_size,16
7d80402f05af41c589fb91174dfbbedd,num_epochs,100
7d80402f05af41c589fb91174dfbbedd,num_classes,10
7d80402f05af41c589fb91174dfbbedd,preprocessing,bbox
7d80402f05af41c589fb91174dfbbedd,training_mode,species_only
7d80402f05af41c589fb91174dfbbedd,seed,42
7d80402f05af41c589fb91174dfbbedd,lambda_sex,0.3
7d80402f05af41c589fb91174dfbbedd,lambda_form,0.2
7d80402f05af41c589fb91174dfbbedd,num_params_M,27.83
7d80402f05af41c589fb91174dfbbedd,inference_ms,8.37
2edf66c430e04b0a84a1f3753a62dc91,architecture,convnext_tiny
2edf66c430e04b0a84a1f3753a62dc91,learning_rate,0.0001
2edf66c430e04b0a84a1f3753a62dc91,batch_size,16
2edf66c430e04b0a84a1f3753a62dc91,num_epochs,100
2edf66c430e04b0a84a1f3753a62dc91,num_classes,10
2edf66c430e04b0a84a1f3753a62dc91,preprocessing,bbox
2edf66c430e04b0a84a1f3753a62dc91,training_mode,species_only
2edf66c430e04b0a84a1f3753a62dc91,seed,123
2edf66c430e04b0a84a1f3753a62dc91,lambda_sex,0.3
2edf66c430e04b0a84a1f3753a62dc91,lambda_form,0.2
2edf66c430e04b0a84a1f3753a62dc91,num_params_M,27.83
2edf66c430e04b0a84a1f3753a62dc91,inference_ms,8.21
9262da49e22f4c9ab539131317b8d42b,architecture,convnext_tiny
9262da49e22f4c9ab539131317b8d42b,learning_rate,0.0001
9262da49e22f4c9ab539131317b8d42b,batch_size,16
9262da49e22f4c9ab539131317b8d42b,num_epochs,100
9262da49e22f4c9ab539131317b8d42b,num_classes,10
9262da49e22f4c9ab539131317b8d42b,preprocessing,bbox
9262da49e22f4c9ab539131317b8d42b,training_mode,species_only
9262da49e22f4c9ab539131317b8d42b,seed,456
9262da49e22f4c9ab539131317b8d42b,lambda_sex,0.3
9262da49e22f4c9ab539131317b8d42b,lambda_form,0.2
9262da49e22f4c9ab539131317b8d42b,num_params_M,27.83
9262da49e22f4c9ab539131317b8d42b,inference_ms,9.23
9d3fd76f37384aa08ba43c42191ebb6f,architecture,convnext_tiny
9d3fd76f37384aa08ba43c42191ebb6f,learning_rate,0.0001
9d3fd76f37384aa08ba43c42191ebb6f,batch_size,16
9d3fd76f37384aa08ba43c42191ebb6f,num_epochs,100
9d3fd76f37384aa08ba43c42191ebb6f,num_classes,10
9d3fd76f37384aa08ba43c42191ebb6f,preprocessing,bbox
9d3fd76f37384aa08ba43c42191ebb6f,training_mode,multi_task
9d3fd76f37384aa08ba43c42191ebb6f,seed,42
9d3fd76f37384aa08ba43c42191ebb6f,lambda_sex,0.3
9d3fd76f37384aa08ba43c42191ebb6f,lambda_form,0.2
9d3fd76f37384aa08ba43c42191ebb6f,num_params_M,27.83
9d3fd76f37384aa08ba43c42191ebb6f,inference_ms,8.27
9e59fb358b0f4df881e226c2bcc53146,architecture,convnext_tiny
9e59fb358b0f4df881e226c2bcc53146,learning_rate,0.0001
9e59fb358b0f4df881e226c2bcc53146,batch_size,16
9e59fb358b0f4df881e226c2bcc53146,num_epochs,100
9e59fb358b0f4df881e226c2bcc53146,num_classes,10
9e59fb358b0f4df881e226c2bcc53146,preprocessing,bbox
9e59fb358b0f4df881e226c2bcc53146,training_mode,multi_task
9e59fb358b0f4df881e226c2bcc53146,seed,123
9e59fb358b0f4df881e226c2bcc53146,lambda_sex,0.3
9e59fb358b0f4df881e226c2bcc53146,lambda_form,0.2
9e59fb358b0f4df881e226c2bcc53146,num_params_M,27.83
9e59fb358b0f4df881e226c2bcc53146,inference_ms,8.56
8ff2332130cb4008910d997416f557a6,architecture,convnext_tiny
8ff2332130cb4008910d997416f557a6,learning_rate,0.0001
8ff2332130cb4008910d997416f557a6,batch_size,16
8ff2332130cb4008910d997416f557a6,num_epochs,100
8ff2332130cb4008910d997416f557a6,num_classes,10
8ff2332130cb4008910d997416f557a6,preprocessing,bbox
8ff2332130cb4008910d997416f557a6,training_mode,multi_task
8ff2332130cb4008910d997416f557a6,seed,456
8ff2332130cb4008910d997416f557a6,lambda_sex,0.3
8ff2332130cb4008910d997416f557a6,lambda_form,0.2
8ff2332130cb4008910d997416f557a6,num_params_M,27.83
8ff2332130cb4008910d997416f557a6,inference_ms,8.32
4395bd5fd8dc471eb22134cb92ab1f8c,architecture,convnext_tiny
4395bd5fd8dc471eb22134cb92ab1f8c,learning_rate,0.0001
4395bd5fd8dc471eb22134cb92ab1f8c,batch_size,16
4395bd5fd8dc471eb22134cb92ab1f8c,num_epochs,100
4395bd5fd8dc471eb22134cb92ab1f8c,num_classes,10
4395bd5fd8dc471eb22134cb92ab1f8c,preprocessing,seg_hard
4395bd5fd8dc471eb22134cb92ab1f8c,training_mode,species_only
4395bd5fd8dc471eb22134cb92ab1f8c,seed,42
4395bd5fd8dc471eb22134cb92ab1f8c,lambda_sex,0.3
4395bd5fd8dc471eb22134cb92ab1f8c,lambda_form,0.2
4395bd5fd8dc471eb22134cb92ab1f8c,num_params_M,27.83
4395bd5fd8dc471eb22134cb92ab1f8c,inference_ms,10.27
c232842933904a6daeeb2430e0b76243,architecture,convnext_tiny
c232842933904a6daeeb2430e0b76243,learning_rate,0.0001
c232842933904a6daeeb2430e0b76243,batch_size,16
c232842933904a6daeeb2430e0b76243,num_epochs,100
c232842933904a6daeeb2430e0b76243,num_classes,10
c232842933904a6daeeb2430e0b76243,preprocessing,seg_hard
c232842933904a6daeeb2430e0b76243,training_mode,species_only
c232842933904a6daeeb2430e0b76243,seed,123
c232842933904a6daeeb2430e0b76243,lambda_sex,0.3
c232842933904a6daeeb2430e0b76243,lambda_form,0.2
c232842933904a6daeeb2430e0b76243,num_params_M,27.83
c232842933904a6daeeb2430e0b76243,inference_ms,8.76
61f8fedd11424b76a428b9fe50cef28f,architecture,convnext_tiny
61f8fedd11424b76a428b9fe50cef28f,learning_rate,0.0001
61f8fedd11424b76a428b9fe50cef28f,batch_size,16
61f8fedd11424b76a428b9fe50cef28f,num_epochs,100
61f8fedd11424b76a428b9fe50cef28f,num_classes,10
61f8fedd11424b76a428b9fe50cef28f,preprocessing,seg_hard
61f8fedd11424b76a428b9fe50cef28f,training_mode,species_only
61f8fedd11424b76a428b9fe50cef28f,seed,456
61f8fedd11424b76a428b9fe50cef28f,lambda_sex,0.3
61f8fedd11424b76a428b9fe50cef28f,lambda_form,0.2
61f8fedd11424b76a428b9fe50cef28f,num_params_M,27.83
61f8fedd11424b76a428b9fe50cef28f,inference_ms,20.06
6c4379239bce4315a0d6bc3f8cd7d71a,architecture,convnext_tiny
6c4379239bce4315a0d6bc3f8cd7d71a,learning_rate,0.0001
6c4379239bce4315a0d6bc3f8cd7d71a,batch_size,16
6c4379239bce4315a0d6bc3f8cd7d71a,num_epochs,100
6c4379239bce4315a0d6bc3f8cd7d71a,num_classes,10
6c4379239bce4315a0d6bc3f8cd7d71a,preprocessing,seg_hard
6c4379239bce4315a0d6bc3f8cd7d71a,training_mode,multi_task
6c4379239bce4315a0d6bc3f8cd7d71a,seed,42
6c4379239bce4315a0d6bc3f8cd7d71a,lambda_sex,0.3
6c4379239bce4315a0d6bc3f8cd7d71a,lambda_form,0.2
6c4379239bce4315a0d6bc3f8cd7d71a,num_params_M,27.83
6c4379239bce4315a0d6bc3f8cd7d71a,inference_ms,8.96
c0a9206e9b6c4cf99341268944be414d,architecture,convnext_tiny
c0a9206e9b6c4cf99341268944be414d,learning_rate,0.0001
c0a9206e9b6c4cf99341268944be414d,batch_size,16
c0a9206e9b6c4cf99341268944be414d,num_epochs,100
c0a9206e9b6c4cf99341268944be414d,num_classes,10
c0a9206e9b6c4cf99341268944be414d,preprocessing,seg_hard
c0a9206e9b6c4cf99341268944be414d,training_mode,multi_task
c0a9206e9b6c4cf99341268944be414d,seed,123
c0a9206e9b6c4cf99341268944be414d,lambda_sex,0.3
c0a9206e9b6c4cf99341268944be414d,lambda_form,0.2
c0a9206e9b6c4cf99341268944be414d,num_params_M,27.83
c0a9206e9b6c4cf99341268944be414d,inference_ms,56.5
c1827400d7474804a2b019f6ca824690,architecture,convnext_tiny
c1827400d7474804a2b019f6ca824690,learning_rate,0.0001
c1827400d7474804a2b019f6ca824690,batch_size,16
c1827400d7474804a2b019f6ca824690,num_epochs,100
c1827400d7474804a2b019f6ca824690,num_classes,10
c1827400d7474804a2b019f6ca824690,preprocessing,seg_hard
c1827400d7474804a2b019f6ca824690,training_mode,multi_task
c1827400d7474804a2b019f6ca824690,seed,456
c1827400d7474804a2b019f6ca824690,lambda_sex,0.3
c1827400d7474804a2b019f6ca824690,lambda_form,0.2
c1827400d7474804a2b019f6ca824690,num_params_M,27.83
c1827400d7474804a2b019f6ca824690,inference_ms,9.27
af5146015c104c5c80d30b0535031c67,architecture,convnext_tiny
af5146015c104c5c80d30b0535031c67,learning_rate,0.0001
af5146015c104c5c80d30b0535031c67,batch_size,16
af5146015c104c5c80d30b0535031c67,num_epochs,100
af5146015c104c5c80d30b0535031c67,num_classes,10
af5146015c104c5c80d30b0535031c67,preprocessing,seg_soft
af5146015c104c5c80d30b0535031c67,training_mode,species_only
af5146015c104c5c80d30b0535031c67,seed,42
af5146015c104c5c80d30b0535031c67,lambda_sex,0.3
af5146015c104c5c80d30b0535031c67,lambda_form,0.2
af5146015c104c5c80d30b0535031c67,num_params_M,27.83
af5146015c104c5c80d30b0535031c67,inference_ms,10.6
2823cad2dc0541d5836d53949733128e,architecture,convnext_tiny
2823cad2dc0541d5836d53949733128e,learning_rate,0.0001
2823cad2dc0541d5836d53949733128e,batch_size,16
2823cad2dc0541d5836d53949733128e,num_epochs,100
2823cad2dc0541d5836d53949733128e,num_classes,10
2823cad2dc0541d5836d53949733128e,preprocessing,seg_soft
2823cad2dc0541d5836d53949733128e,training_mode,species_only
2823cad2dc0541d5836d53949733128e,seed,123
2823cad2dc0541d5836d53949733128e,lambda_sex,0.3
2823cad2dc0541d5836d53949733128e,lambda_form,0.2
2823cad2dc0541d5836d53949733128e,num_params_M,27.83
2823cad2dc0541d5836d53949733128e,inference_ms,8.41
6340affa6726474ca6a3939b521c8920,architecture,convnext_tiny
6340affa6726474ca6a3939b521c8920,learning_rate,0.0001
6340affa6726474ca6a3939b521c8920,batch_size,16
6340affa6726474ca6a3939b521c8920,num_epochs,100
6340affa6726474ca6a3939b521c8920,num_classes,10
6340affa6726474ca6a3939b521c8920,preprocessing,seg_soft
6340affa6726474ca6a3939b521c8920,training_mode,species_only
6340affa6726474ca6a3939b521c8920,seed,456
6340affa6726474ca6a3939b521c8920,lambda_sex,0.3
6340affa6726474ca6a3939b521c8920,lambda_form,0.2
6340affa6726474ca6a3939b521c8920,num_params_M,27.83
6340affa6726474ca6a3939b521c8920,inference_ms,8.27
a82aa1eb192c4f898a48cf0564433d16,architecture,convnext_tiny
a82aa1eb192c4f898a48cf0564433d16,learning_rate,0.0001
a82aa1eb192c4f898a48cf0564433d16,batch_size,16
a82aa1eb192c4f898a48cf0564433d16,num_epochs,100
a82aa1eb192c4f898a48cf0564433d16,num_classes,10
a82aa1eb192c4f898a48cf0564433d16,preprocessing,seg_soft
a82aa1eb192c4f898a48cf0564433d16,training_mode,multi_task
a82aa1eb192c4f898a48cf0564433d16,seed,42
a82aa1eb192c4f898a48cf0564433d16,lambda_sex,0.3
a82aa1eb192c4f898a48cf0564433d16,lambda_form,0.2
a82aa1eb192c4f898a48cf0564433d16,num_params_M,27.83
a82aa1eb192c4f898a48cf0564433d16,inference_ms,9.05
0726778ef7d6447da0df139d57a1f33c,architecture,convnext_tiny
0726778ef7d6447da0df139d57a1f33c,learning_rate,0.0001
0726778ef7d6447da0df139d57a1f33c,batch_size,16
0726778ef7d6447da0df139d57a1f33c,num_epochs,100
0726778ef7d6447da0df139d57a1f33c,num_classes,10
0726778ef7d6447da0df139d57a1f33c,preprocessing,seg_soft
0726778ef7d6447da0df139d57a1f33c,training_mode,multi_task
0726778ef7d6447da0df139d57a1f33c,seed,123
0726778ef7d6447da0df139d57a1f33c,lambda_sex,0.3
0726778ef7d6447da0df139d57a1f33c,lambda_form,0.2
0726778ef7d6447da0df139d57a1f33c,num_params_M,27.83
0726778ef7d6447da0df139d57a1f33c,inference_ms,8.42
ab03e131c0da42cc83065c6cc6dff00f,architecture,convnext_tiny
ab03e131c0da42cc83065c6cc6dff00f,learning_rate,0.0001
ab03e131c0da42cc83065c6cc6dff00f,batch_size,16
ab03e131c0da42cc83065c6cc6dff00f,num_epochs,100
ab03e131c0da42cc83065c6cc6dff00f,num_classes,10
ab03e131c0da42cc83065c6cc6dff00f,preprocessing,seg_soft
ab03e131c0da42cc83065c6cc6dff00f,training_mode,multi_task
ab03e131c0da42cc83065c6cc6dff00f,seed,456
ab03e131c0da42cc83065c6cc6dff00f,lambda_sex,0.3
ab03e131c0da42cc83065c6cc6dff00f,lambda_form,0.2
ab03e131c0da42cc83065c6cc6dff00f,num_params_M,27.83
ab03e131c0da42cc83065c6cc6dff00f,inference_ms,9.99
4409bfa885444735acb66f9904871175,architecture,efficientnet_b3
4409bfa885444735acb66f9904871175,learning_rate,0.0001
4409bfa885444735acb66f9904871175,batch_size,16
4409bfa885444735acb66f9904871175,num_epochs,100
4409bfa885444735acb66f9904871175,num_classes,10
4409bfa885444735acb66f9904871175,preprocessing,full
4409bfa885444735acb66f9904871175,training_mode,species_only
4409bfa885444735acb66f9904871175,seed,42
4409bfa885444735acb66f9904871175,lambda_sex,0.3
4409bfa885444735acb66f9904871175,lambda_form,0.2
4409bfa885444735acb66f9904871175,num_params_M,10.71
4409bfa885444735acb66f9904871175,inference_ms,22.44
dbc868f5f54046f291d70df21b2cf705,architecture,efficientnet_b3
dbc868f5f54046f291d70df21b2cf705,learning_rate,0.0001
dbc868f5f54046f291d70df21b2cf705,batch_size,16
dbc868f5f54046f291d70df21b2cf705,num_epochs,100
dbc868f5f54046f291d70df21b2cf705,num_classes,10
dbc868f5f54046f291d70df21b2cf705,preprocessing,full
dbc868f5f54046f291d70df21b2cf705,training_mode,species_only
dbc868f5f54046f291d70df21b2cf705,seed,123
dbc868f5f54046f291d70df21b2cf705,lambda_sex,0.3
dbc868f5f54046f291d70df21b2cf705,lambda_form,0.2
dbc868f5f54046f291d70df21b2cf705,num_params_M,10.71
dbc868f5f54046f291d70df21b2cf705,inference_ms,21.53
bdcd56bc62c347d29e0fdad0ce8f324b,architecture,efficientnet_b3
bdcd56bc62c347d29e0fdad0ce8f324b,learning_rate,0.0001
bdcd56bc62c347d29e0fdad0ce8f324b,batch_size,16
bdcd56bc62c347d29e0fdad0ce8f324b,num_epochs,100
bdcd56bc62c347d29e0fdad0ce8f324b,num_classes,10
bdcd56bc62c347d29e0fdad0ce8f324b,preprocessing,full
bdcd56bc62c347d29e0fdad0ce8f324b,training_mode,species_only
bdcd56bc62c347d29e0fdad0ce8f324b,seed,456
bdcd56bc62c347d29e0fdad0ce8f324b,lambda_sex,0.3
bdcd56bc62c347d29e0fdad0ce8f324b,lambda_form,0.2
bdcd56bc62c347d29e0fdad0ce8f324b,num_params_M,10.71
bdcd56bc62c347d29e0fdad0ce8f324b,inference_ms,22.71
c0f3cc1d3fdf413596f0a586fa5d63de,architecture,efficientnet_b3
c0f3cc1d3fdf413596f0a586fa5d63de,learning_rate,0.0001
c0f3cc1d3fdf413596f0a586fa5d63de,batch_size,16
c0f3cc1d3fdf413596f0a586fa5d63de,num_epochs,100
c0f3cc1d3fdf413596f0a586fa5d63de,num_classes,10
c0f3cc1d3fdf413596f0a586fa5d63de,preprocessing,full
c0f3cc1d3fdf413596f0a586fa5d63de,training_mode,multi_task
c0f3cc1d3fdf413596f0a586fa5d63de,seed,42
c0f3cc1d3fdf413596f0a586fa5d63de,lambda_sex,0.3
c0f3cc1d3fdf413596f0a586fa5d63de,lambda_form,0.2
c0f3cc1d3fdf413596f0a586fa5d63de,num_params_M,10.72
c0f3cc1d3fdf413596f0a586fa5d63de,inference_ms,17.74
a08a35e268e847d7a5fc1e13c8d47061,architecture,efficientnet_b3
a08a35e268e847d7a5fc1e13c8d47061,learning_rate,0.0001
a08a35e268e847d7a5fc1e13c8d47061,batch_size,16
a08a35e268e847d7a5fc1e13c8d47061,num_epochs,100
a08a35e268e847d7a5fc1e13c8d47061,num_classes,10
a08a35e268e847d7a5fc1e13c8d47061,preprocessing,full
a08a35e268e847d7a5fc1e13c8d47061,training_mode,multi_task
a08a35e268e847d7a5fc1e13c8d47061,seed,123
a08a35e268e847d7a5fc1e13c8d47061,lambda_sex,0.3
a08a35e268e847d7a5fc1e13c8d47061,lambda_form,0.2
a08a35e268e847d7a5fc1e13c8d47061,num_params_M,10.72
a08a35e268e847d7a5fc1e13c8d47061,inference_ms,19.63
8d98e7a6a728439c8586448769e22f4e,architecture,efficientnet_b3
8d98e7a6a728439c8586448769e22f4e,learning_rate,0.0001
8d98e7a6a728439c8586448769e22f4e,batch_size,16
8d98e7a6a728439c8586448769e22f4e,num_epochs,100
8d98e7a6a728439c8586448769e22f4e,num_classes,10
8d98e7a6a728439c8586448769e22f4e,preprocessing,full
8d98e7a6a728439c8586448769e22f4e,training_mode,multi_task
8d98e7a6a728439c8586448769e22f4e,seed,456
8d98e7a6a728439c8586448769e22f4e,lambda_sex,0.3
8d98e7a6a728439c8586448769e22f4e,lambda_form,0.2
8d98e7a6a728439c8586448769e22f4e,num_params_M,10.72
8d98e7a6a728439c8586448769e22f4e,inference_ms,14.85
ff9d75280b8f4c14a1d3845ac7109b30,architecture,efficientnet_b3
ff9d75280b8f4c14a1d3845ac7109b30,learning_rate,0.0001
ff9d75280b8f4c14a1d3845ac7109b30,batch_size,16
ff9d75280b8f4c14a1d3845ac7109b30,num_epochs,100
ff9d75280b8f4c14a1d3845ac7109b30,num_classes,10
ff9d75280b8f4c14a1d3845ac7109b30,preprocessing,bbox
ff9d75280b8f4c14a1d3845ac7109b30,training_mode,species_only
ff9d75280b8f4c14a1d3845ac7109b30,seed,42
ff9d75280b8f4c14a1d3845ac7109b30,lambda_sex,0.3
ff9d75280b8f4c14a1d3845ac7109b30,lambda_form,0.2
ff9d75280b8f4c14a1d3845ac7109b30,num_params_M,10.71
ff9d75280b8f4c14a1d3845ac7109b30,inference_ms,19.26
01a93ef2cd6144d9aa7b2701da2400f5,architecture,efficientnet_b3
01a93ef2cd6144d9aa7b2701da2400f5,learning_rate,0.0001
01a93ef2cd6144d9aa7b2701da2400f5,batch_size,16
01a93ef2cd6144d9aa7b2701da2400f5,num_epochs,100
01a93ef2cd6144d9aa7b2701da2400f5,num_classes,10
01a93ef2cd6144d9aa7b2701da2400f5,preprocessing,bbox
01a93ef2cd6144d9aa7b2701da2400f5,training_mode,species_only
01a93ef2cd6144d9aa7b2701da2400f5,seed,123
01a93ef2cd6144d9aa7b2701da2400f5,lambda_sex,0.3
01a93ef2cd6144d9aa7b2701da2400f5,lambda_form,0.2
01a93ef2cd6144d9aa7b2701da2400f5,num_params_M,10.71
01a93ef2cd6144d9aa7b2701da2400f5,inference_ms,16.89
671e1476e6434ffea7f77ceb7fb6a660,architecture,efficientnet_b3
671e1476e6434ffea7f77ceb7fb6a660,learning_rate,0.0001
671e1476e6434ffea7f77ceb7fb6a660,batch_size,16
671e1476e6434ffea7f77ceb7fb6a660,num_epochs,100
671e1476e6434ffea7f77ceb7fb6a660,num_classes,10
671e1476e6434ffea7f77ceb7fb6a660,preprocessing,bbox
671e1476e6434ffea7f77ceb7fb6a660,training_mode,species_only
671e1476e6434ffea7f77ceb7fb6a660,seed,456
671e1476e6434ffea7f77ceb7fb6a660,lambda_sex,0.3
671e1476e6434ffea7f77ceb7fb6a660,lambda_form,0.2
671e1476e6434ffea7f77ceb7fb6a660,num_params_M,10.71
671e1476e6434ffea7f77ceb7fb6a660,inference_ms,21.57
dedec06756e34f8583b5681d5e9f7198,architecture,efficientnet_b3
dedec06756e34f8583b5681d5e9f7198,learning_rate,0.0001
dedec06756e34f8583b5681d5e9f7198,batch_size,16
dedec06756e34f8583b5681d5e9f7198,num_epochs,100
dedec06756e34f8583b5681d5e9f7198,num_classes,10
dedec06756e34f8583b5681d5e9f7198,preprocessing,bbox
dedec06756e34f8583b5681d5e9f7198,training_mode,multi_task
dedec06756e34f8583b5681d5e9f7198,seed,42
dedec06756e34f8583b5681d5e9f7198,lambda_sex,0.3
dedec06756e34f8583b5681d5e9f7198,lambda_form,0.2
dedec06756e34f8583b5681d5e9f7198,num_params_M,10.72
dedec06756e34f8583b5681d5e9f7198,inference_ms,23.4
8cf49be485b2417a9611df4e92e7cc2d,architecture,efficientnet_b3
8cf49be485b2417a9611df4e92e7cc2d,learning_rate,0.0001
8cf49be485b2417a9611df4e92e7cc2d,batch_size,16
8cf49be485b2417a9611df4e92e7cc2d,num_epochs,100
8cf49be485b2417a9611df4e92e7cc2d,num_classes,10
8cf49be485b2417a9611df4e92e7cc2d,preprocessing,bbox
8cf49be485b2417a9611df4e92e7cc2d,training_mode,multi_task
8cf49be485b2417a9611df4e92e7cc2d,seed,123
8cf49be485b2417a9611df4e92e7cc2d,lambda_sex,0.3
8cf49be485b2417a9611df4e92e7cc2d,lambda_form,0.2
8cf49be485b2417a9611df4e92e7cc2d,num_params_M,10.72
8cf49be485b2417a9611df4e92e7cc2d,inference_ms,13.45
55708424cefc49fea0a4e73a888e0140,architecture,efficientnet_b3
55708424cefc49fea0a4e73a888e0140,learning_rate,0.0001
55708424cefc49fea0a4e73a888e0140,batch_size,16
55708424cefc49fea0a4e73a888e0140,num_epochs,100
55708424cefc49fea0a4e73a888e0140,num_classes,10
55708424cefc49fea0a4e73a888e0140,preprocessing,bbox
55708424cefc49fea0a4e73a888e0140,training_mode,multi_task
55708424cefc49fea0a4e73a888e0140,seed,456
55708424cefc49fea0a4e73a888e0140,lambda_sex,0.3
55708424cefc49fea0a4e73a888e0140,lambda_form,0.2
55708424cefc49fea0a4e73a888e0140,num_params_M,10.72
55708424cefc49fea0a4e73a888e0140,inference_ms,21.05
76f9a14f56f54203850a659f713dba37,architecture,efficientnet_b3
76f9a14f56f54203850a659f713dba37,learning_rate,0.0001
76f9a14f56f54203850a659f713dba37,batch_size,16
76f9a14f56f54203850a659f713dba37,num_epochs,100
76f9a14f56f54203850a659f713dba37,num_classes,10
76f9a14f56f54203850a659f713dba37,preprocessing,seg_hard
76f9a14f56f54203850a659f713dba37,training_mode,species_only
76f9a14f56f54203850a659f713dba37,seed,42
76f9a14f56f54203850a659f713dba37,lambda_sex,0.3
76f9a14f56f54203850a659f713dba37,lambda_form,0.2
76f9a14f56f54203850a659f713dba37,num_params_M,10.71
76f9a14f56f54203850a659f713dba37,inference_ms,14.93
c68a6a2c5eaa44f5a8c89de3cb67669b,architecture,efficientnet_b3
c68a6a2c5eaa44f5a8c89de3cb67669b,learning_rate,0.0001
c68a6a2c5eaa44f5a8c89de3cb67669b,batch_size,16
c68a6a2c5eaa44f5a8c89de3cb67669b,num_epochs,100
c68a6a2c5eaa44f5a8c89de3cb67669b,num_classes,10
c68a6a2c5eaa44f5a8c89de3cb67669b,preprocessing,seg_hard
c68a6a2c5eaa44f5a8c89de3cb67669b,training_mode,species_only
c68a6a2c5eaa44f5a8c89de3cb67669b,seed,123
c68a6a2c5eaa44f5a8c89de3cb67669b,lambda_sex,0.3
c68a6a2c5eaa44f5a8c89de3cb67669b,lambda_form,0.2
c68a6a2c5eaa44f5a8c89de3cb67669b,num_params_M,10.71
c68a6a2c5eaa44f5a8c89de3cb67669b,inference_ms,19.94
7da8c29a4ecd44648cb1aa3de03ee539,architecture,efficientnet_b3
